,accommodates,bathrooms,bedrooms,beds,price,shared,home,private,Queens,Brooklyn,StatenIsland,Manhattan,Bronx,testTrain,listId
19944,2,1,0,1,110.0,0,1,0,1,0,0,0,0,1,48451
19945,3,1,1,2,175.2062645130777,0,1,0,0,0,0,1,0,0,85
19946,1,1,1,1,76.08896800764775,1,0,0,0,0,0,1,0,0,106
19947,2,1,1,1,66.63207304417206,0,0,1,1,0,0,0,0,0,111
19948,4,1,2,2,160.0,0,1,0,0,1,0,0,0,1,332
19949,6,2,2,2,295.0,0,1,0,0,0,0,1,0,1,575
19950,4,1,1,1,150.0,0,0,1,0,0,0,1,0,1,735
19951,2,1,0,1,179.0,0,1,0,0,0,0,1,0,1,815
19952,2,1,1,1,135.0,0,1,0,0,0,0,1,0,1,867
19953,2,1,1,1,140.0,0,1,0,0,0,0,1,0,1,1228
19954,1,1,1,1,83.58573206854152,0,0,1,0,0,0,1,0,0,1310
19955,1,1,1,1,83.58573206854152,0,0,1,0,0,0,1,0,0,1404
19956,5,1,1,3,136.78400279944114,0,1,0,0,1,0,0,0,0,1456
19957,3,1,1,2,100.0,0,0,1,0,1,0,0,0,1,1556
19958,1,1,1,1,83.58573206854152,0,0,1,0,0,0,1,0,0,1947
19959,3,1,1,1,170.0,0,1,0,0,0,0,1,0,1,2222
19960,1,1,1,1,69.0,0,0,1,0,0,0,1,0,1,2299
19961,2,1,1,1,150.0,0,1,0,0,1,0,0,0,1,2367
19962,4,1,2,2,110.0,0,0,1,0,1,0,0,0,1,2449
19963,2,1,1,1,120.0,0,0,1,0,0,0,1,0,1,2464
19964,2,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,2625
19965,1,1,1,1,34.0,1,0,0,0,1,0,0,0,1,2722
19966,3,1,1,2,175.2062645130777,0,1,0,0,0,0,1,0,0,2805
19967,12,2,3,4,750.0,0,1,0,0,0,0,1,0,1,2808
19968,4,1,1,4,80.98717243934173,0,0,1,0,1,0,0,0,0,3084
19969,1,1,1,1,50.0,0,0,1,0,1,0,0,0,1,3283
19970,5,1,1,3,89.0,0,1,0,0,1,0,0,0,1,3729
19971,2,1,1,1,66.63207304417206,0,0,1,1,0,0,0,0,0,3917
19972,2,1,1,1,75.0,0,0,1,0,0,0,1,0,1,4101
19973,2,1,1,3,69.0,0,0,1,0,1,0,0,0,1,4383
19974,2,2,1,1,72.0,0,0,1,0,1,0,0,0,1,4400
19975,3,1,1,1,35.0,0,0,1,0,1,0,0,0,1,4448
19976,4,1,1,2,134.06414703682876,0,1,0,0,1,0,0,0,0,4500
19977,1,1,1,1,100.0,0,0,1,0,1,0,0,0,1,4893
19978,2,1,1,1,65.0,0,0,1,0,0,0,1,0,1,5436
19979,4,1,3,4,200.0,0,1,0,0,1,0,0,0,1,6158
19980,2,1,1,2,145.0,0,1,0,0,0,0,1,0,1,6294
19981,2,1,1,2,299.0,0,1,0,0,0,0,1,0,1,6757
19982,4,1,1,3,70.0,0,1,0,0,0,1,0,0,1,7216
19983,3,1,1,2,99.42694564382396,0,0,1,0,0,0,1,0,0,7321
19984,3,1,0,1,166.16078124302504,0,1,0,0,0,0,1,0,0,7471
19985,1,1,0,1,120.0,0,1,0,0,0,0,1,0,1,7498
19986,1,1,1,1,80.0,0,1,0,0,1,0,0,0,1,7511
19987,2,1,1,1,71.0,0,0,1,0,1,0,0,0,1,7638
19988,2,1,0,1,250.0,0,1,0,0,0,0,1,0,1,7840
19989,2,1,1,1,100.0,0,0,1,1,0,0,0,0,1,7934
19990,3,1,1,1,325.0,0,1,0,0,0,0,1,0,1,8255
19991,2,2,1,1,72.0,0,0,1,0,1,0,0,0,1,8362
19992,8,2,3,4,299.0,0,1,0,0,0,0,1,0,1,8468
19993,10,2,4,8,203.0,0,1,0,0,1,0,0,0,1,8673
19994,1,1,1,1,100.0,0,0,1,0,0,0,1,0,1,9052
19995,1,1,1,1,49.0,0,0,1,0,1,0,0,0,1,9143
19996,2,1,1,1,45.0,0,0,1,1,0,0,0,0,1,9205
19997,1,1,1,1,220.0,0,1,0,0,1,0,0,0,1,9553
19998,3,1,1,2,160.0,0,1,0,0,1,0,0,0,1,9608
19999,2,1,1,1,85.0,0,0,1,0,0,0,1,0,1,9621
20000,1,1,1,1,83.58573206854152,0,0,1,0,0,0,1,0,0,9638
20001,2,1,1,1,40.0,0,0,1,0,1,0,0,0,1,9685
20002,2,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,9719
20003,2,1,1,1,100.0,0,1,0,0,1,0,0,0,1,10248
20004,1,1,1,1,61.455356004131175,0,0,1,0,1,0,0,0,0,10556
20005,6,1,1,2,175.0,0,1,0,0,0,0,1,0,1,10564
20006,1,1,0,1,300.0,0,1,0,0,0,0,1,0,1,11111
20007,2,1,1,1,175.2062645130777,0,1,0,0,0,0,1,0,0,11458
20008,3,1,1,2,93.01104950664704,1,0,0,0,0,0,1,0,0,11578
20009,4,1,1,2,189.0,0,1,0,0,0,0,1,0,1,12207
20010,4,1,1,1,69.0,0,1,0,0,1,0,0,0,1,12238
20011,2,1,0,2,65.0,0,1,0,0,1,0,0,0,1,12245
20012,4,1,2,2,231.80957733656805,0,1,0,0,0,0,1,0,0,12407
20013,2,1,1,1,99.42694564382396,0,0,1,0,0,0,1,0,0,12990
20014,1,1,1,1,50.0,0,0,1,0,0,0,1,0,1,13189
20015,2,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,13342
20016,4,2,1,2,700.0,0,1,0,0,0,0,1,0,1,13405
20017,2,1,1,1,99.42694564382396,0,0,1,0,0,0,1,0,0,13428
20018,2,1,0,1,225.0,0,1,0,0,1,0,0,0,1,13730
20019,2,1,1,1,99.42694564382396,0,0,1,0,0,0,1,0,0,13762
20020,2,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,14048
20021,2,1,1,1,150.0,0,1,0,0,0,0,1,0,1,14168
20022,1,2,1,1,58.392910472564935,0,0,1,0,0,1,0,0,0,14311
20023,2,1,1,1,225.0,0,1,0,0,0,0,1,0,1,14467
20024,4,1,2,3,97.0,0,1,0,0,1,0,0,0,1,14499
20025,4,1,2,2,231.80957733656805,0,1,0,0,0,0,1,0,0,15634
20026,2,1,1,2,140.0,0,1,0,0,1,0,0,0,1,15801
20027,3,1,2,2,156.7676537532805,0,1,0,0,1,0,0,0,0,16296
20028,2,1,1,2,159.0,0,0,1,0,0,0,1,0,1,16357
20029,2,1,1,1,100.0,0,0,1,0,0,0,1,0,1,16478
20030,6,1,2,2,164.51704616383466,0,1,0,0,1,0,0,0,0,16845
20031,2,1,1,1,45.0,0,0,1,0,1,0,0,0,1,17098
20032,4,1,1,2,189.0,0,1,0,0,0,0,1,0,1,17514
20033,2,1,1,3,150.0,0,0,1,0,0,0,1,0,1,17777
20034,4,1,1,2,134.06414703682876,0,1,0,0,1,0,0,0,0,17852
20035,4,1,0,2,103.0,0,1,0,0,0,0,1,0,1,17942
20036,2,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,18272
20037,2,1,1,1,95.0,0,0,1,1,0,0,0,0,1,18292
20038,2,1,1,1,101.0,0,1,0,0,0,0,1,0,1,18386
20039,4,1,1,2,203.33194871184955,0,1,0,0,0,0,1,0,0,18541
20040,3,1,0,2,123.45075322469133,0,1,0,0,1,0,0,0,0,18645
20041,1,1,1,1,83.58573206854152,0,0,1,0,0,0,1,0,0,18715
20042,2,1,1,1,125.0,0,1,0,0,1,0,0,0,1,18864
20043,2,1,1,1,93.0,0,0,1,1,0,0,0,0,1,18917
20044,2,1,1,1,90.0,0,0,1,0,0,0,1,0,1,19200
20045,5,1,3,3,213.8686105800721,0,1,0,0,1,0,0,0,0,19203
20046,1,1,1,1,75.0,0,0,1,0,0,0,1,0,1,19455
20047,1,1,1,1,83.58573206854152,0,0,1,0,0,0,1,0,0,19531
20048,2,1,1,1,60.0,0,0,1,0,1,0,0,0,1,19824
20049,2,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,20074
20050,4,1,1,1,80.0,0,1,0,1,0,0,0,0,1,20209
20051,2,1,1,1,210.0,0,1,0,0,0,0,1,0,1,20286
20052,5,1,2,4,164.51704616383466,0,1,0,0,1,0,0,0,0,20289
20053,3,1,1,1,60.0,0,0,1,1,0,0,0,0,1,20450
20054,2,1,1,1,85.0,0,0,1,0,1,0,0,0,1,20682
20055,3,1,0,1,99.0,0,1,0,0,1,0,0,0,1,20765
20056,1,1,1,1,35.0,0,0,1,0,0,0,1,0,1,20793
20057,2,1,1,1,100.0,0,0,1,0,0,0,1,0,1,21535
20058,2,1,1,1,105.0,0,0,1,0,1,0,0,0,1,21583
20059,2,1,1,1,40.0,0,0,1,1,0,0,0,0,1,21813
20060,4,1,2,2,120.0,0,1,0,1,0,0,0,0,1,21911
20061,3,1,1,1,140.0,0,0,1,0,0,0,1,0,1,22100
20062,6,1,2,3,298.50140180459704,0,1,0,0,0,0,1,0,0,22162
20063,4,1,1,2,115.0,0,1,0,0,1,0,0,0,1,22220
20064,8,3,3,4,295.9957353228982,0,1,0,0,1,0,0,0,0,22421
20065,2,1,1,1,80.0,0,0,1,0,1,0,0,0,1,22786
20066,4,2,1,2,133.0,0,1,0,0,1,0,0,0,1,22918
20067,1,1,1,1,69.0,0,0,1,0,0,0,1,0,1,23583
20068,4,1,1,2,106.0,0,1,0,0,1,0,0,0,1,23717
20069,2,1,1,1,75.0,0,0,1,0,0,0,1,0,1,23866
20070,4,1,2,2,200.0,0,1,0,0,0,0,1,0,1,23901
20071,1,1,1,1,61.455356004131175,0,0,1,1,0,0,0,0,0,24146
20072,3,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,24187
20073,2,1,1,1,43.0,0,0,1,0,0,0,1,0,1,24710
20074,2,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,24738
20075,1,1,1,1,55.0,1,0,0,0,1,0,0,0,1,25209
20076,2,1,1,1,99.42694564382396,0,0,1,0,0,0,1,0,0,26303
20077,2,0,1,1,88.0,0,0,1,0,1,0,0,0,1,26447
20078,4,1,0,2,230.0,0,1,0,0,0,0,1,0,1,27658
20079,4,1,1,1,289.0,0,1,0,0,0,0,1,0,1,27944
20080,2,2,1,1,100.0,0,0,1,0,0,0,1,0,1,28022
20081,2,1,1,1,99.42694564382396,0,0,1,0,0,0,1,0,0,28099
20082,2,1,1,1,56.0,0,0,1,0,0,0,1,0,1,28169
20083,2,1,1,2,65.0,0,0,1,1,0,0,0,0,1,28342
20084,1,1,1,1,61.455356004131175,0,0,1,0,1,0,0,0,0,28446
20085,2,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,28454
20086,6,2,2,3,204.0,0,1,0,0,1,0,0,0,1,28504
20087,2,1,1,1,65.0,0,0,1,0,1,0,0,0,1,28594
20088,2,1,1,1,99.42694564382396,0,0,1,0,0,0,1,0,0,28924
20089,5,1,2,2,159.87510908578844,0,1,0,0,0,0,0,1,0,29332
20090,4,1,2,2,180.0,0,1,0,0,1,0,0,0,1,29351
20091,2,2,2,1,89.0,0,0,1,0,0,0,1,0,1,29533
20092,4,1,2,2,140.0,0,1,0,0,1,0,0,0,1,29813
20093,2,1,1,1,70.0,0,0,1,0,1,0,0,0,1,30125
20094,4,2,1,4,28.0,1,0,0,0,1,0,0,0,1,30388
20095,2,2,1,2,60.0,1,0,0,0,0,0,1,0,1,30483
20096,4,1,3,3,100.0,0,1,0,0,1,0,0,0,1,30795
20097,2,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,31362
20098,3,1,2,2,226.7800406886263,0,1,0,0,0,0,1,0,0,31630
20099,4,1,1,2,134.06414703682876,0,1,0,0,1,0,0,0,0,31904
20100,12,2,4,6,138.0,0,1,0,0,1,0,0,0,1,32164
20101,2,1,1,1,130.0,0,1,0,0,1,0,0,0,1,32170
20102,2,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,32366
20103,1,1,1,1,60.0,0,0,1,0,1,0,0,0,1,32488
20104,4,0,2,2,231.80957733656805,0,1,0,0,0,0,1,0,0,32756
20105,2,1,1,1,20.0,1,0,0,1,0,0,0,0,1,33142
20106,4,1,0,3,101.0,0,1,0,0,1,0,0,0,1,33215
20107,3,2,1,2,225.0,0,1,0,0,0,0,1,0,1,33474
20108,2,1,1,1,66.63207304417206,0,0,1,0,0,0,0,1,0,34305
20109,1,1,1,1,45.0,0,0,1,1,0,0,0,0,1,34447
20110,8,1,3,6,211.62556985554576,0,0,1,0,1,0,0,0,0,34473
20111,2,1,1,1,150.0,0,0,1,0,1,0,0,0,1,34480
20112,4,1,2,2,288.0,0,1,0,0,0,0,1,0,1,34898
20113,2,1,0,1,319.0,0,1,0,0,0,0,1,0,1,34956
20114,2,1,1,1,75.0,0,0,1,1,0,0,0,0,1,35475
20115,8,1,3,4,200.0,0,1,0,0,1,0,0,0,1,35646
20116,6,1,3,3,298.50140180459704,0,1,0,0,0,0,1,0,0,35664
20117,1,1,1,1,61.455356004131175,0,0,1,0,1,0,0,0,0,35982
20118,1,1,0,1,69.0,0,0,1,0,0,0,1,0,1,35996
20119,1,1,1,1,83.58573206854152,0,0,1,0,0,0,1,0,0,36344
20120,2,1,1,2,55.0,0,0,1,0,1,0,0,0,1,36437
20121,2,1,1,2,61.0,0,0,1,0,1,0,0,0,1,36519
20122,2,1,2,1,40.0,0,0,1,0,1,0,0,0,1,36578
20123,1,1,1,1,40.0,0,0,1,0,1,0,0,0,1,36600
20124,2,1,0,1,200.0,0,1,0,0,0,0,1,0,1,36838
20125,1,1,1,1,61.455356004131175,0,0,1,0,1,0,0,0,0,37005
20126,2,1,0,1,100.0,0,1,0,0,0,0,1,0,1,37019
20127,2,1,1,1,198.0,0,1,0,0,0,0,1,0,1,37060
20128,6,1,2,4,123.21610703930445,0,1,0,0,0,1,0,0,0,37347
20129,2,1,1,1,66.63207304417206,0,0,1,1,0,0,0,0,0,37414
20130,1,1,1,1,50.0,0,0,1,1,0,0,0,0,1,37539
20131,2,1,1,1,77.0,0,0,1,1,0,0,0,0,1,37681
20132,1,1,1,1,33.0,1,0,0,0,1,0,0,0,1,37893
20133,4,1,1,3,203.33194871184955,0,1,0,0,0,0,1,0,0,37899
20134,2,1,1,1,65.0,0,0,1,0,0,0,1,0,1,38280
20135,4,1,2,2,174.0,0,1,0,0,1,0,0,0,1,38514
20136,1,1,1,1,61.455356004131175,0,0,1,0,1,0,0,0,0,38555
20137,1,1,1,1,83.58573206854152,0,0,1,0,0,0,1,0,0,38639
20138,3,1,1,2,250.0,0,1,0,0,0,0,1,0,1,38752
20139,4,1,1,1,203.33194871184955,0,1,0,0,0,0,1,0,0,39549
20140,2,2,1,1,99.0,0,1,0,0,1,0,0,0,1,39620
20141,4,1,1,2,105.0,0,1,0,0,1,0,0,0,1,39825
20142,1,1,1,1,65.0,0,0,1,0,1,0,0,0,1,39893
20143,6,1,3,3,250.0,0,1,0,0,0,0,1,0,1,39926
20144,2,1,1,2,73.02068200026709,0,0,1,0,1,0,0,0,0,40150
20145,1,1,1,1,40.0,0,0,1,1,0,0,0,0,1,40292
20146,2,1,1,1,65.0,0,0,1,0,0,0,1,0,1,40352
20147,3,1,1,2,99.42694564382396,0,0,1,0,0,0,1,0,0,40646
20148,2,1,1,1,150.0,0,1,0,0,1,0,0,0,1,40701
20149,2,1,0,1,67.10612537689585,0,0,1,1,0,0,0,0,0,40754
20150,2,1,0,1,35.0,0,0,1,1,0,0,0,0,1,41146
20151,10,1,4,5,250.0,0,1,0,0,0,0,1,0,1,41544
20152,2,1,1,1,75.0,0,1,0,1,0,0,0,0,1,42545
20153,3,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,42878
20154,2,1,1,1,50.0,0,0,1,0,1,0,0,0,1,43148
20155,3,1,2,2,62.50992247192715,0,0,1,1,0,0,0,0,0,43244
20156,2,1,1,1,150.0,0,1,0,0,0,0,1,0,1,43281
20157,2,1,1,1,99.42694564382396,0,0,1,0,0,0,1,0,0,43326
20158,2,1,1,1,60.0,0,0,1,0,1,0,0,0,1,43487
20159,2,1,0,1,200.0,0,1,0,0,1,0,0,0,1,43689
20160,2,1,1,1,65.0,0,0,1,1,0,0,0,0,1,43843
20161,2,1,0,1,166.16078124302504,0,1,0,0,0,0,1,0,0,43945
20162,6,1,2,4,270.0,0,1,0,0,0,0,1,0,1,44542
20163,2,1,1,2,75.0,0,0,1,0,1,0,0,0,1,44554
20164,2,2,0,1,180.9092124834788,0,1,0,0,0,0,1,0,0,44741
20165,7,2,1,5,500.0,0,1,0,0,0,0,1,0,1,44982
20166,3,1,1,1,100.0,0,1,0,0,0,0,1,0,1,45073
20167,2,1,0,1,199.0,0,1,0,0,0,0,1,0,1,45213
20168,2,1,1,1,65.0,0,1,0,0,0,0,0,1,1,45223
20169,2,1,1,1,90.0,0,0,1,0,0,0,1,0,1,45319
20170,2,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,45361
20171,2,1,1,1,132.5912158248019,0,1,0,0,1,0,0,0,0,45486
20172,2,1,1,1,55.0,1,0,0,0,1,0,0,0,1,45897
20173,1,1,2,1,45.0,0,0,1,1,0,0,0,0,1,46036
20174,5,1,3,3,250.0,0,1,0,0,1,0,0,0,1,46279
20175,1,1,1,1,50.0,0,0,1,1,0,0,0,0,1,47231
20176,2,1,1,1,40.0,0,0,1,0,1,0,0,0,1,47277
20177,2,1,1,1,50.0,0,0,1,0,1,0,0,0,1,47320
20178,5,1,2,4,232.85788461241867,0,1,0,0,0,0,1,0,0,47970
20179,2,1,0,1,50.0,0,0,1,0,0,1,0,0,1,47996
20180,4,1,1,3,243.0,0,1,0,0,0,0,1,0,1,48080
20181,2,1,1,1,80.0,0,0,1,0,1,0,0,0,1,48625
20182,2,1,1,1,75.0,0,0,1,0,0,0,1,0,1,301
20183,2,1,1,1,80.0,0,0,1,0,0,0,1,0,1,411
20184,1,1,0,1,132.0,0,1,0,0,0,0,1,0,1,548
20185,5,1,2,3,260.0,0,1,0,0,1,0,0,0,1,1804
20186,1,1,1,1,83.58573206854152,0,0,1,0,0,0,1,0,0,1809
20187,2,1,1,1,150.0,0,1,0,0,0,0,1,0,1,2339
20188,2,1,1,1,58.0,0,0,1,0,1,0,0,0,1,2810
20189,1,1,1,1,60.0,0,0,1,0,0,0,1,0,1,2932
20190,1,1,1,1,83.58573206854152,0,0,1,0,0,0,1,0,0,2934
20191,2,1,1,1,99.42694564382396,0,0,1,0,0,0,1,0,0,2951
20192,4,1,1,2,65.0,0,0,1,0,1,0,0,0,1,3118
20193,2,1,1,1,135.0,0,0,1,0,0,0,1,0,1,3233
20194,4,1,2,2,95.0,0,1,0,0,0,0,1,0,1,3735
20195,3,1,1,1,174.0,0,1,0,0,0,0,1,0,1,3770
20196,4,1,1,2,203.33194871184955,0,1,0,0,0,0,1,0,0,3831
20197,1,1,1,1,700.0,0,0,1,0,1,0,0,0,1,4390
20198,2,1,1,1,90.0,0,1,0,0,1,0,0,0,1,4659
20199,3,1,1,1,189.0,0,1,0,0,0,0,1,0,1,4966
20200,2,1,0,1,221.0,0,1,0,0,0,0,1,0,1,5001
20201,4,1,1,2,83.0,0,1,0,1,0,0,0,0,1,5277
20202,2,1,0,1,100.0,0,1,0,0,0,0,1,0,1,5518
20203,2,1,1,1,99.42694564382396,0,0,1,0,0,0,1,0,0,5886
20204,4,1,1,3,134.06414703682876,0,1,0,0,1,0,0,0,0,6060
20205,9,1,3,4,112.0,0,1,0,0,1,0,0,0,1,6112
20206,3,1,1,1,125.0,0,1,0,0,1,0,0,0,1,6219
20207,4,1,1,1,170.0,0,1,0,0,0,0,1,0,1,6544
20208,1,2,1,1,61.455356004131175,0,0,1,0,1,0,0,0,0,7011
20209,2,1,1,1,99.42694564382396,0,0,1,0,0,0,1,0,0,7223
20210,6,1,2,3,164.51704616383466,0,1,0,0,1,0,0,0,0,7525
20211,3,1,1,2,225.0,0,1,0,0,0,0,1,0,1,7870
20212,2,1,0,1,85.0,0,1,0,0,1,0,0,0,1,8003
20213,5,1,3,5,125.0,0,1,0,0,1,0,0,0,1,8196
20214,1,1,1,1,69.0,0,0,1,1,0,0,0,0,1,8302
20215,4,1,1,1,200.0,0,1,0,0,0,0,1,0,1,8388
20216,4,1,1,2,78.26599176340643,0,0,1,1,0,0,0,0,0,8540
20217,4,1,1,2,65.0,0,0,1,0,1,0,0,0,1,8693
20218,2,1,1,1,70.0,0,0,1,0,1,0,0,0,1,8805
20219,1,1,1,1,83.58573206854152,0,0,1,0,0,0,1,0,0,9176
20220,2,1,1,1,40.0,0,0,1,0,1,0,0,0,1,9277
20221,3,1,0,1,139.0,0,1,0,0,0,0,1,0,1,9758
20222,2,1,1,1,175.2062645130777,0,1,0,0,0,0,1,0,0,10163
20223,2,1,1,1,60.0,0,0,1,0,1,0,0,0,1,10193
20224,2,1,1,1,99.42694564382396,0,0,1,0,0,0,1,0,0,10385
20225,3,1,1,1,140.0,0,1,0,0,1,0,0,0,1,11134
20226,3,1,1,1,175.2062645130777,0,1,0,0,0,0,1,0,0,11192
20227,2,1,1,1,140.0,0,1,0,0,1,0,0,0,1,11481
20228,1,1,1,1,83.58573206854152,0,0,1,0,0,0,1,0,0,12006
20229,1,1,1,1,61.455356004131175,0,0,1,0,1,0,0,0,0,12028
20230,5,1,1,3,269.0,0,1,0,0,0,0,1,0,1,12276
20231,1,1,1,1,75.0,0,0,1,1,0,0,0,0,1,12426
20232,2,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,12753
20233,2,1,1,1,150.0,0,1,0,0,1,0,0,0,1,12760
20234,2,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,13012
20235,2,1,1,1,50.0,0,0,1,0,1,0,0,0,1,13080
20236,2,1,1,2,73.02068200026709,0,0,1,0,1,0,0,0,0,13427
20237,2,1,1,1,80.0,0,0,1,0,1,0,0,0,1,13577
20238,4,2,2,4,265.0,0,1,0,0,1,0,0,0,1,13702
20239,2,1,1,1,50.0,0,0,1,1,0,0,0,0,1,13884
20240,1,1,1,1,80.0,0,0,1,0,1,0,0,0,1,14122
20241,2,1,1,1,149.0,0,1,0,0,0,0,1,0,1,14609
20242,2,1,1,2,45.0,0,0,1,0,1,0,0,0,1,14630
20243,2,1,1,1,150.0,1,0,0,0,0,0,0,1,1,14800
20244,10,2,3,3,200.0,0,1,0,0,1,0,0,0,1,15030
20245,6,1,3,3,250.0,0,1,0,0,0,0,1,0,1,15119
20246,2,1,1,1,250.0,0,1,0,0,1,0,0,0,1,15140
20247,2,1,0,1,123.45075322469133,0,1,0,0,1,0,0,0,0,15213
20248,4,1,2,2,121.0,0,1,0,0,1,0,0,0,1,15403
20249,2,1,0,1,235.0,0,1,0,0,0,0,1,0,1,15944
20250,1,1,1,1,60.0,0,0,1,0,1,0,0,0,1,16105
20251,9,1,2,3,149.0,0,1,0,0,1,0,0,0,1,16130
20252,2,1,1,1,59.0,0,1,0,0,1,0,0,0,1,16323
20253,2,1,1,1,99.42694564382396,0,0,1,0,0,0,1,0,0,16455
20254,2,1,1,1,175.2062645130777,0,1,0,0,0,0,1,0,0,16643
20255,2,1,1,1,66.63207304417206,0,0,1,1,0,0,0,0,0,16732
20256,1,1,1,1,40.0,0,0,1,0,1,0,0,0,1,16935
20257,6,1,2,3,60.0,0,1,0,0,1,0,0,0,1,17078
20258,2,1,1,1,55.0,0,0,1,0,1,0,0,0,1,17269
20259,2,2,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,17330
20260,1,1,1,1,46.0,0,0,1,0,1,0,0,0,1,17391
20261,7,2,2,4,249.0,0,1,0,0,0,0,1,0,1,17581
20262,1,1,0,1,123.0,0,1,0,1,0,0,0,0,1,17838
20263,2,1,1,1,200.0,0,1,0,0,0,0,1,0,1,17909
20264,1,1,1,1,83.58573206854152,0,0,1,0,0,0,1,0,0,17922
20265,5,1,1,2,69.0,0,0,1,1,0,0,0,0,1,17934
20266,2,1,1,1,55.0,0,0,1,0,1,0,0,0,1,18045
20267,4,1,1,2,203.33194871184955,0,1,0,0,0,0,1,0,0,18214
20268,3,1,1,2,70.0,0,1,0,0,1,0,0,0,1,18844
20269,4,1,1,2,129.0,0,1,0,0,1,0,0,0,1,19013
20270,2,1,0,1,70.0,0,1,0,0,0,0,1,0,1,19249
20271,2,1,1,1,45.0,0,0,1,0,1,0,0,0,1,19386
20272,1,1,1,1,55.0,0,0,1,0,0,0,1,0,1,20138
20273,6,1,3,4,298.50140180459704,0,1,0,0,0,0,1,0,0,20412
20274,2,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,20546
20275,2,1,1,1,85.0,0,0,1,0,1,0,0,0,1,20635
20276,2,1,1,1,100.0,0,0,1,0,1,0,0,0,1,21045
20277,4,1,1,2,72.0,0,0,1,1,0,0,0,0,1,21169
20278,1,1,1,1,61.455356004131175,0,0,1,0,1,0,0,0,0,21199
20279,2,1,1,1,395.0,0,1,0,0,0,0,1,0,1,21256
20280,1,1,1,1,60.0,0,0,1,0,1,0,0,0,1,21516
20281,2,1,1,2,73.02068200026709,0,0,1,0,1,0,0,0,0,21610
20282,4,1,2,2,131.49067735408426,0,0,1,0,1,0,0,0,0,21680
20283,2,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,21827
20284,1,1,0,1,117.32730531873877,0,1,0,0,1,0,0,0,0,21872
20285,2,1,1,1,40.0,0,0,1,1,0,0,0,0,1,21989
20286,2,1,1,1,66.63207304417206,0,0,1,1,0,0,0,0,0,22189
20287,2,1,1,1,72.0,0,0,1,0,1,0,0,0,1,22213
20288,1,1,1,1,80.0,0,0,1,0,1,0,0,0,1,22420
20289,7,1,3,3,287.0,0,1,0,0,1,0,0,0,1,22600
20290,2,1,1,1,150.0,0,0,1,0,0,0,1,0,1,24080
20291,3,1,1,2,150.0,0,1,0,0,0,0,1,0,1,24141
20292,2,1,0,1,90.0,0,1,0,0,1,0,0,0,1,24309
20293,2,1,0,1,166.16078124302504,0,1,0,0,0,0,1,0,0,24555
20294,4,1,2,2,87.0,0,1,0,1,0,0,0,0,1,24650
20295,2,1,1,1,45.0,0,0,1,0,1,0,0,0,1,24717
20296,3,1,1,1,175.0,0,1,0,0,0,0,1,0,1,24747
20297,2,1,1,1,70.0,0,0,1,0,0,0,0,1,1,24945
20298,2,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,25067
20299,1,1,1,1,75.0,0,0,1,0,0,0,1,0,1,25292
20300,2,1,1,1,42.0,0,0,1,0,1,0,0,0,1,25343
20301,2,1,1,1,55.0,0,0,1,0,1,0,0,0,1,25364
20302,2,1,1,1,107.0,0,0,1,0,0,0,1,0,1,25510
20303,1,1,1,1,15.0,0,0,1,0,0,0,1,0,1,25962
20304,2,1,1,1,115.0,0,0,1,0,1,0,0,0,1,26173
20305,2,2,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,26752
20306,5,1,2,3,140.0,0,1,0,0,1,0,0,0,1,27016
20307,1,1,1,1,65.0,0,1,0,1,0,0,0,0,1,27079
20308,6,2,3,3,275.88842241982263,0,1,0,0,1,0,0,0,0,27206
20309,3,1,1,1,140.0,0,1,0,0,1,0,0,0,1,27370
20310,2,1,1,1,49.0,0,0,1,1,0,0,0,0,1,27657
20311,4,1,1,1,120.0,0,0,1,0,0,0,1,0,1,27778
20312,2,2,1,1,55.0,0,0,1,0,1,0,0,0,1,27899
20313,2,1,1,1,175.2062645130777,0,1,0,0,0,0,1,0,0,28176
20314,5,1,1,4,110.0,0,1,0,0,1,0,0,0,1,28291
20315,2,1,2,2,100.0,0,1,0,0,1,0,0,0,1,28406
20316,2,1,0,1,699.0,0,1,0,0,0,0,1,0,1,28648
20317,1,1,1,1,61.455356004131175,0,0,1,0,1,0,0,0,0,28899
